Initiation Month,Date,Mean Impact,Max Impact,Min Impact,Std Dev
04,2023-06-01,233.55410604663095,11677.705302331548,0.0,1651.4769215953481
04,2023-07-01,18946.98912148674,381940.25812194287,0.0,60330.40282131656
04,2023-08-01,90817.0040578906,784142.4409053555,0.0,178112.21225253868
05,2023-06-01,0.0,0.0,0.0,0.0
05,2023-07-01,3020.7420273282937,55111.4167973552,0.0,9143.876133551845
05,2023-08-01,21991.361005757404,399139.8033609684,0.0,66130.33590886267
